fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.22,0.629,0.608,2.13,0.048,28.8,7.6,0.997129,3.367,0.722,9.64,3
8.72,0.661,0.176,1.2,0.113,22.2,30.5,0.995823,3.202,0.669,11.04,4
11.4,0.362,0.179,2.13,0.064,8.4,75.7,0.997323,3.485,0.851,9.46,3
5.49,0.35,0.564,4.75,0.045,23.3,7.0,0.99342,3.392,0.604,11.41,3
6.12,0.537,0.199,0.6,0.069,7.7,43.9,0.999479,3.22,0.555,9.71,8
7.58,0.561,0.407,0.6,0.099,8.0,46.2,0.997678,3.535,0.893,9.44,7
7.41,0.196,0.011,1.34,0.077,7.2,33.8,0.995056,3.451,0.973,9.69,3
9.68,0.498,0.237,2.9,0.088,16.7,135.2,0.995588,3.186,0.542,9.85,5
8.71,0.533,0.045,3.37,0.111,13.8,32.9,0.993464,3.287,0.641,10.8,4
5.28,0.491,0.069,3.11,0.125,14.4,61.3,0.996103,3.388,0.838,10.47,8
9.18,0.384,0.429,4.15,0.076,14.1,21.3,0.995783,3.255,0.647,9.3,5
7.32,0.433,0.261,0.6,0.05,16.1,63.9,0.994182,3.26,0.761,10.37,4
10.47,0.498,0.209,4.16,0.09,21.6,75.1,0.998176,3.316,0.793,9.26,6
7.23,0.546,0.128,2.06,0.103,17.5,27.2,0.999126,3.15,0.564,11.04,5
7.22,0.639,0.228,3.52,0.036,12.9,44.7,0.996648,2.975,0.731,11.23,4
9.22,0.725,0.327,0.65,0.056,20.1,17.0,0.996119,3.346,0.659,10.38,4
9.6,0.477,0.457,2.51,0.062,24.6,8.8,0.997526,3.012,0.453,10.67,3
9.06,0.448,0.229,2.83,0.08,10.1,80.6,0.996663,3.161,0.492,12.15,7
5.43,0.609,0.112,4.12,0.06,15.3,28.3,0.994644,3.044,0.549,10.24,8
9.21,0.64,0.3,0.6,0.112,28.1,32.9,0.99546,3.063,0.818,9.46,7
6.54,0.452,0.251,2.54,0.031,4.3,104.6,0.996137,3.374,0.823,10.98,5
8.7,0.672,0.347,0.98,0.032,34.8,20.1,0.997172,3.277,0.787,9.27,5
5.88,0.706,0.321,3.21,0.075,1.8,38.4,0.996718,3.271,0.735,10.19,3
9.06,0.763,0.212,3.59,0.081,12.3,100.5,0.9971,3.113,0.73,9.8,5
6.93,0.85,0.17,4.3,0.036,5.9,41.8,0.993803,3.212,0.707,9.7,3
6.12,0.374,0.223,1.75,0.066,38.9,41.1,0.997964,3.366,0.729,10.15,7
9.51,0.533,0.488,3.8,0.073,10.6,6.1,0.996706,3.302,0.741,11.3,8
8.71,0.532,0.131,4.41,0.073,10.6,7.3,1.00155,3.433,0.421,11.51,4
7.26,0.512,0.258,0.6,0.092,12.0,41.0,0.995963,3.455,0.526,11.33,7
10.77,0.413,0.305,3.36,0.064,16.9,58.4,0.997315,3.272,0.485,10.74,6
7.55,0.263,0.566,3.84,0.139,12.5,56.6,1.002076,3.032,0.848,10.14,5
8.35,0.547,0.213,2.14,0.104,14.5,30.7,0.997069,3.197,0.941,8.04,7
8.76,0.392,0.452,0.8,0.059,21.2,47.2,0.996572,3.295,0.291,10.77,7
7.25,0.545,0.504,3.82,0.09,16.5,13.9,0.994825,3.194,0.926,8.12,4
9.1,0.387,0.258,0.82,0.091,16.1,61.6,0.999604,3.152,0.675,8.48,7
7.39,0.332,0.23,2.25,0.13,26.8,51.8,0.994498,3.32,0.832,10.24,6
7.6,0.572,0.207,2.44,0.066,29.6,111.4,0.997512,3.675,0.746,10.66,4
10.62,0.557,0.221,3.5,0.114,13.9,46.7,0.9958,3.237,0.905,9.95,7
6.53,0.634,0.432,1.62,0.088,24.5,15.5,0.99634,3.31,0.696,11.94,6
4.2,0.923,0.314,1.54,0.139,4.3,44.8,0.993995,3.113,0.428,10.86,3
11.04,0.58,0.315,2.64,0.132,24.0,35.7,0.999252,3.497,0.642,10.15,3
12.63,0.617,0.056,3.91,0.094,9.9,60.8,0.996172,3.441,0.748,11.79,4
7.61,0.336,0.086,5.7,0.078,3.5,47.4,0.994391,3.431,0.623,11.97,3
5.01,0.298,0.677,0.6,0.105,14.0,6.0,0.99908,3.514,0.772,10.91,5
7.77,0.815,0.236,2.94,0.081,30.6,7.3,0.995742,3.246,0.649,9.62,5
7.81,0.364,0.123,0.98,0.146,17.8,55.1,0.997336,3.265,0.559,9.85,7
7.98,0.342,0.542,3.93,0.09,31.6,92.0,0.998299,3.566,0.475,8.95,4
6.41,0.523,0.324,1.19,0.073,8.0,49.1,0.997601,3.405,0.593,10.36,6
9.29,0.514,0.38,1.56,0.071,26.9,73.3,0.992526,2.977,0.695,9.35,6
9.19,0.368,0.244,1.68,0.045,9.1,79.8,0.998021,3.378,0.327,10.07,5
5.76,0.475,0.209,2.39,0.106,18.3,55.3,0.996509,3.223,0.527,10.66,8
9.49,0.751,0.238,2.95,0.058,18.2,19.7,0.996075,3.445,0.321,8.42,4
11.79,0.385,0.007,3.18,0.125,22.8,52.9,0.996493,3.371,0.555,9.14,5
8.59,0.279,0.253,2.49,0.042,18.5,86.2,0.993641,3.049,0.864,9.89,3
7.73,0.7,0.326,0.64,0.091,8.1,63.9,0.997065,3.35,0.458,10.35,5
8.06,0.619,0.622,3.52,0.127,25.1,71.1,0.994108,3.342,0.78,9.91,3
9.35,0.418,0.286,2.43,0.012,34.1,31.3,0.996157,3.365,1.144,10.13,8
5.36,0.245,0.173,4.13,0.158,9.8,39.8,0.996997,3.396,0.907,9.69,4
8.58,0.396,0.252,1.51,0.072,3.4,42.6,0.998741,3.534,0.683,8.95,7
7.64,0.52,0.791,0.6,0.092,21.1,44.8,0.995143,3.372,0.806,9.87,3
11.44,0.74,0.435,2.45,0.107,12.4,84.9,0.999458,3.313,0.427,10.19,4
8.0,0.343,0.116,4.31,0.112,14.5,30.7,0.998499,3.482,0.393,10.09,3
11.14,0.515,0.382,2.73,0.097,21.7,47.5,0.995884,3.646,0.665,10.51,5
6.42,0.652,0.129,2.22,0.122,11.1,43.9,0.994593,3.447,0.728,10.82,6
9.3,0.101,0.013,1.28,0.105,13.1,6.0,0.993957,3.341,0.846,11.08,5
8.84,0.716,0.204,4.96,0.149,14.8,68.6,0.997216,3.375,0.563,9.77,6
6.82,0.317,0.287,1.06,0.105,31.3,22.7,0.995299,3.348,0.693,8.82,7
8.6,0.59,0.086,1.48,0.156,16.2,34.8,0.998979,3.313,0.687,11.67,3
10.36,0.574,0.052,3.3,0.119,2.9,107.3,0.995409,3.635,0.638,10.79,5
7.75,0.725,0.272,0.6,0.024,3.3,79.7,0.994989,3.198,0.648,9.45,6
5.42,0.629,0.192,4.28,0.178,17.4,65.4,0.997144,3.483,0.515,10.68,6
8.27,0.102,0.345,3.37,0.067,4.0,59.0,0.995397,3.291,0.708,11.47,3
6.77,0.389,0.039,3.76,0.139,1.0,41.1,0.996716,3.088,0.693,12.13,4
7.72,0.555,0.406,3.28,0.088,22.6,112.3,0.998573,3.282,0.585,10.65,5
8.16,0.495,0.045,2.27,0.124,23.1,72.9,0.996923,3.228,0.773,11.46,6
5.4,0.616,0.582,1.01,0.063,12.0,21.8,0.99693,3.397,0.835,9.19,8
5.55,0.672,0.056,2.3,0.109,19.0,6.0,0.99709,3.324,0.775,10.36,5
9.12,0.64,0.062,1.13,0.078,17.9,65.1,0.993483,3.157,0.483,10.06,6
7.41,0.491,0.349,3.18,0.142,22.2,44.7,0.997444,3.531,0.677,10.74,4
4.0,0.198,0.586,3.63,0.102,22.2,6.0,0.997004,3.474,0.505,12.01,3
9.63,0.448,0.33,4.57,0.12,11.5,60.6,0.998397,3.548,0.676,10.65,5
8.76,0.605,0.377,3.02,0.012,13.4,37.6,0.997851,3.346,0.506,9.46,5
7.09,0.334,0.273,3.79,0.084,21.3,64.0,0.996316,3.305,0.877,9.14,3
6.06,0.644,0.075,2.08,0.101,11.6,61.0,0.998662,3.416,0.793,12.05,7
9.72,0.694,0.177,1.83,0.095,16.3,26.5,0.996144,3.223,0.856,10.91,4
8.89,0.553,0.04,3.16,0.121,23.8,67.3,0.99717,3.33,0.839,10.85,4
12.35,0.08,0.027,1.96,0.074,16.7,30.1,0.996109,3.284,0.614,10.06,5
9.01,0.3,0.346,2.88,0.089,31.7,32.3,0.997577,3.091,0.588,10.67,8
8.96,0.87,0.057,1.01,0.128,27.7,29.0,0.995985,3.329,0.956,9.41,6
8.02,0.432,0.331,1.27,0.012,14.7,83.7,0.99983,3.244,0.632,10.79,5
9.69,0.173,0.023,3.39,0.108,13.8,37.3,1.000533,3.274,0.43,9.23,7
9.36,0.752,0.326,3.74,0.075,14.0,91.7,0.99836,3.365,0.831,10.04,3
10.43,0.532,0.177,1.12,0.055,12.5,105.2,0.999628,3.501,0.684,9.76,5
7.41,0.729,0.537,3.44,0.099,1.7,22.2,0.993775,3.183,0.916,8.0,6
7.56,0.58,0.332,1.75,0.13,18.2,49.6,0.993999,3.26,0.701,10.05,5
7.49,0.613,0.505,2.52,0.123,17.5,80.9,0.996089,3.195,0.657,9.5,7
9.64,0.595,0.126,4.48,0.082,23.2,35.2,0.996778,3.185,0.919,10.19,7
10.85,0.656,0.281,3.63,0.118,30.6,18.0,0.996323,3.221,0.398,10.4,5
7.52,0.94,0.084,3.61,0.117,15.6,27.1,0.99358,3.281,0.56,12.17,8
7.58,0.705,0.191,5.17,0.084,39.8,32.9,0.998888,3.398,0.509,10.7,8
8.83,0.246,0.22,1.51,0.063,18.3,89.2,1.000793,3.358,0.287,10.73,5
7.88,0.61,0.132,1.12,0.065,2.1,51.8,0.999134,3.151,0.808,10.9,8
9.92,0.735,0.039,1.49,0.116,10.0,88.7,0.998762,3.504,0.565,11.27,6
4.47,0.746,0.001,2.14,0.086,12.0,62.8,0.99713,3.452,0.814,10.85,3
6.89,0.453,0.175,0.8,0.05,22.1,36.3,0.995098,3.175,0.726,10.68,3
6.97,0.74,0.069,2.21,0.028,6.0,33.7,0.996838,3.494,0.763,11.11,3
4.36,0.697,0.389,1.74,0.116,12.8,65.0,1.000701,3.359,0.583,8.0,4
6.66,0.993,0.034,3.6,0.068,14.2,73.5,0.996031,3.287,0.53,12.49,4
6.74,0.395,0.01,2.99,0.099,11.2,79.3,0.995836,3.364,0.675,11.99,3
7.96,0.439,0.61,1.66,0.13,24.4,37.9,0.998804,3.306,0.816,10.62,6
10.19,0.475,0.149,3.33,0.041,22.6,52.3,0.99893,3.392,0.651,8.99,5
7.88,0.442,0.331,3.51,0.085,28.1,65.7,0.995089,3.338,0.541,11.61,6
6.55,0.37,0.392,1.42,0.081,12.4,33.9,0.996203,3.259,0.456,9.71,6
8.2,0.08,0.396,1.81,0.1,28.5,9.2,0.995746,3.006,0.695,10.93,4
10.08,0.452,0.019,0.62,0.13,1.6,20.0,0.996832,3.389,0.566,9.12,6
6.64,0.596,0.226,0.97,0.04,1.3,38.6,0.998797,3.254,0.648,12.63,8
6.75,0.441,0.037,1.46,0.107,3.2,68.3,0.995172,3.427,0.619,8.96,4
9.25,0.878,0.735,2.6,0.123,16.0,87.9,0.99877,3.382,0.584,10.47,4
7.92,0.532,0.033,1.18,0.08,28.5,6.0,0.996893,3.258,0.71,8.28,6
9.4,0.762,0.071,1.78,0.082,9.6,26.8,1.00112,3.463,0.754,10.36,7
8.28,0.577,0.072,0.78,0.102,10.9,34.7,0.997306,3.341,0.994,9.97,6
9.49,0.679,0.014,2.74,0.099,13.6,72.6,0.996516,3.335,0.789,11.54,7
6.54,0.58,0.527,3.1,0.107,21.9,29.1,0.997792,3.289,0.931,9.97,3
8.28,0.776,0.73,3.06,0.107,10.9,32.4,0.996059,3.563,0.521,11.54,3
7.94,0.54,0.18,2.52,0.053,10.3,6.0,0.993289,3.203,0.388,9.38,5
6.23,0.619,0.019,0.6,0.122,1.8,62.4,0.996243,3.262,0.658,10.12,4
5.64,0.596,0.155,1.63,0.128,9.9,41.2,0.996213,3.124,0.806,10.14,3
9.47,0.478,0.224,1.93,0.094,28.3,25.0,0.993675,3.419,0.779,10.9,4
7.7,0.603,0.21,1.94,0.035,16.9,38.0,0.996561,3.223,0.866,10.77,4
6.56,0.932,0.146,2.6,0.083,8.1,83.6,0.992772,3.239,0.229,11.12,8
8.14,0.481,0.312,4.5,0.094,28.9,13.4,0.996039,3.232,0.873,10.67,7
10.22,0.606,0.345,3.64,0.047,9.8,18.8,0.997163,3.319,0.717,11.06,5
4.42,0.756,0.331,1.12,0.074,30.8,87.7,0.996884,3.122,0.398,9.5,8
5.76,0.735,0.21,3.45,0.038,30.6,49.0,0.995919,2.974,0.783,10.79,8
6.73,0.532,0.061,3.4,0.108,16.5,68.5,0.996537,3.379,0.689,12.01,4
10.78,0.101,0.397,1.37,0.093,1.0,59.7,0.99521,2.993,0.725,8.72,5
8.78,0.623,0.272,3.69,0.029,39.9,45.3,0.996721,3.438,0.83,10.89,8
9.6,0.13,0.439,2.28,0.099,20.0,35.0,0.99681,3.544,0.733,11.08,5
6.36,0.795,0.42,0.6,0.085,12.5,73.9,0.99499,3.285,0.41,11.86,5
6.4,0.561,0.0,3.14,0.105,25.9,84.7,0.997209,3.505,0.636,11.13,8
9.06,0.71,0.003,2.8,0.073,23.3,82.2,0.997197,3.306,0.385,10.5,6
8.4,0.368,0.126,2.18,0.059,29.7,7.5,0.996384,3.55,0.77,10.83,5
9.23,0.251,0.069,2.45,0.06,8.9,89.4,1.0013,3.242,0.898,9.66,8
7.98,0.577,0.413,1.49,0.068,19.2,34.7,0.996433,2.955,0.449,10.01,7
8.77,0.524,0.337,3.35,0.088,3.4,21.7,0.996169,3.298,0.546,9.06,5
8.57,0.442,0.479,2.44,0.092,22.9,40.9,0.995897,3.566,0.51,11.89,5
9.62,0.545,0.345,2.73,0.08,15.7,73.8,0.994855,3.39,0.583,10.85,3
9.67,1.028,0.31,3.0,0.072,18.9,64.3,0.998003,3.233,0.73,9.48,3
5.55,0.68,0.498,0.88,0.075,14.4,38.1,0.995396,3.359,0.585,10.67,8
4.48,0.719,0.359,1.25,0.175,13.3,74.1,0.995621,3.456,0.771,11.56,3
10.0,0.682,0.283,0.6,0.06,6.8,51.1,0.995677,3.297,0.841,11.39,8
10.32,0.796,0.551,3.29,0.067,24.2,27.6,0.994829,3.704,0.847,9.47,4
6.56,0.496,0.292,0.8,0.202,31.5,23.2,0.993373,3.232,0.47,8.0,6
5.14,0.16,0.212,2.69,0.102,10.1,60.0,0.99582,3.46,0.896,10.8,7
8.47,0.496,0.111,3.02,0.039,21.7,43.8,0.998359,3.424,0.909,9.51,8
9.88,0.676,0.404,3.34,0.116,20.4,6.0,0.997074,3.205,0.924,11.02,5
11.36,0.355,0.505,0.81,0.055,16.0,74.4,0.999665,3.246,0.633,11.35,8
9.18,0.498,0.26,2.41,0.119,1.0,30.7,0.998127,3.463,0.532,11.51,5
7.67,0.405,0.519,4.84,0.08,2.2,98.9,0.997696,3.332,0.493,12.14,8
6.78,0.8,0.104,4.9,0.072,7.7,6.0,1.000277,3.361,0.473,11.64,3
8.32,0.665,0.259,3.88,0.143,6.6,40.6,0.996515,3.065,0.662,12.15,4
7.79,0.647,0.262,2.97,0.107,30.7,23.5,0.99682,3.408,0.804,11.78,6
6.57,0.642,0.132,1.09,0.121,19.8,14.4,0.996678,3.353,0.882,11.87,7
11.78,0.523,0.723,3.51,0.102,15.6,30.5,0.999633,3.3,0.577,10.36,7
11.33,0.566,0.257,2.28,0.071,7.1,104.8,0.996705,3.364,0.653,9.11,5
10.23,0.317,0.193,3.28,0.108,3.3,51.2,0.995468,3.249,0.642,12.88,6
6.73,0.136,0.275,1.61,0.129,15.9,20.5,0.997817,3.221,0.552,10.46,6
9.75,0.557,0.111,2.26,0.092,36.6,13.7,0.995149,3.274,0.785,11.63,8
9.39,0.588,0.126,2.73,0.15,8.6,10.1,0.997714,3.24,0.722,9.85,3
9.05,0.748,0.457,2.84,0.117,25.0,28.9,0.997486,3.637,0.684,11.36,3
10.42,0.813,0.151,3.19,0.094,10.9,25.7,0.99634,3.447,0.721,8.0,6
9.38,0.813,0.113,1.69,0.096,16.5,39.1,0.997775,3.165,0.765,9.99,3
9.56,0.35,0.519,0.62,0.092,28.7,28.3,0.993873,3.615,0.763,10.3,4
9.38,0.467,0.525,4.77,0.043,12.3,43.5,0.99701,3.245,0.517,10.86,6
8.88,0.616,0.368,5.98,0.084,8.7,80.3,0.995821,3.314,0.812,11.47,4
5.27,0.986,0.184,3.13,0.095,30.8,99.9,1.002138,3.445,0.703,9.31,4
8.44,0.796,0.225,0.65,0.072,16.4,15.8,0.996996,3.015,0.586,11.06,5
7.35,0.731,0.117,1.42,0.099,27.4,20.1,0.995567,3.274,0.7,11.63,7
6.12,0.46,0.081,3.21,0.088,8.7,18.4,0.994081,3.224,0.719,12.75,5
11.16,0.371,0.072,4.38,0.114,30.7,51.3,0.99918,3.341,0.844,11.11,7
11.24,0.672,0.153,0.8,0.11,18.8,6.4,0.996035,3.366,0.482,9.94,3
10.61,0.332,0.073,2.33,0.093,20.5,101.8,0.995196,3.298,0.885,9.13,3
8.73,0.487,0.027,2.77,0.039,17.3,47.9,0.997339,3.291,0.664,12.23,3
10.6,0.509,0.312,3.71,0.15,10.6,42.4,0.997934,3.47,0.574,11.14,8
8.32,0.817,0.315,2.02,0.082,15.9,98.9,0.997905,3.355,0.569,10.38,4
8.64,0.466,0.593,0.6,0.084,11.3,46.0,0.996738,3.316,0.49,8.78,3
6.44,0.091,0.143,3.37,0.075,26.0,59.7,0.997002,3.332,0.364,9.47,4
8.97,0.621,0.326,4.07,0.07,13.8,21.8,0.997141,3.585,0.775,11.03,7
8.4,0.404,0.329,2.38,0.141,1.0,6.0,0.997339,3.336,0.997,10.75,5
6.09,0.538,0.222,3.07,0.136,1.7,26.4,0.997507,3.233,0.385,8.45,5
8.21,0.514,0.411,1.84,0.103,2.2,118.5,0.998779,3.024,0.498,11.03,3
8.16,0.481,0.417,1.32,0.083,22.4,67.3,0.996807,3.095,0.788,8.83,7
11.36,0.672,0.332,3.94,0.109,3.8,55.5,0.995148,3.24,0.652,11.75,4
9.82,0.254,0.221,3.04,0.09,19.1,14.4,0.996426,3.294,0.802,10.61,3
8.32,0.437,0.202,3.19,0.08,17.3,76.5,0.998132,3.227,0.643,9.94,7
8.72,0.653,0.01,4.6,0.099,15.2,6.0,0.993306,3.363,0.561,11.39,8
8.38,0.419,0.117,1.02,0.072,20.5,6.0,0.993317,3.225,0.622,10.75,6
7.96,0.24,0.152,1.73,0.096,17.6,28.1,0.998445,3.173,0.255,11.72,8
6.46,0.65,0.056,2.72,0.094,12.6,110.8,0.999588,3.402,0.466,10.48,5
8.04,0.732,0.354,1.71,0.108,12.5,108.9,0.994296,3.515,0.821,10.54,6
7.03,0.522,0.497,3.6,0.065,20.4,31.7,0.996891,3.144,0.863,10.11,5
6.17,0.177,0.097,2.24,0.112,33.1,24.3,0.995941,3.347,0.899,10.66,6
9.17,0.657,0.324,1.11,0.055,33.6,7.5,0.996204,3.024,0.735,12.1,8
8.97,0.231,0.074,2.59,0.067,1.6,49.1,0.997281,3.089,0.276,9.9,6
5.26,0.586,0.212,2.74,0.068,12.2,51.8,0.994244,3.222,0.552,11.05,3
8.09,0.37,0.139,3.81,0.049,1.0,72.5,0.994596,3.48,0.885,9.52,6
9.99,0.321,0.384,3.05,0.123,31.9,76.5,0.996128,3.193,0.936,8.33,5
10.1,0.45,0.141,3.15,0.053,26.5,40.0,0.996424,3.188,0.892,10.61,6
10.04,0.497,0.462,2.95,0.063,19.6,64.8,0.994561,3.315,0.62,10.77,6
8.37,0.414,0.223,2.24,0.131,17.6,23.4,0.9982,3.316,0.438,10.29,6
6.86,0.636,0.147,1.5,0.067,30.4,64.2,0.995907,3.192,0.653,8.9,8
6.46,0.45,0.032,2.9,0.08,28.6,29.8,0.995899,3.608,0.663,10.7,8
8.89,0.706,0.318,2.03,0.052,28.1,61.6,0.997237,3.27,0.926,10.67,8
8.94,0.581,0.44,4.87,0.116,20.7,59.0,0.996455,3.327,0.699,9.51,6
10.49,0.404,0.322,4.38,0.117,12.2,48.8,0.998291,3.25,0.663,9.05,4
10.17,0.374,0.695,3.39,0.113,24.0,72.6,0.994926,3.376,0.672,10.15,4
8.08,0.233,0.542,3.03,0.106,24.5,6.0,0.994045,3.495,0.728,11.05,8
6.18,0.582,0.212,2.38,0.09,13.9,11.5,0.996111,3.56,0.766,10.82,8
7.76,0.466,0.21,0.73,0.069,12.2,37.6,0.996814,3.196,0.537,9.52,3
8.67,0.103,0.359,2.2,0.058,27.8,6.0,0.994343,3.475,0.48,10.54,4
7.96,0.434,0.111,2.64,0.132,33.4,33.1,0.994063,3.392,0.893,11.29,7
7.32,0.368,0.492,2.82,0.114,8.0,34.2,0.997046,3.456,0.381,9.23,3
8.73,0.814,0.339,3.16,0.063,13.1,89.6,0.99526,3.296,0.938,10.46,3
7.44,0.223,0.319,3.79,0.088,19.6,51.2,0.99394,3.282,0.335,11.74,8
7.23,0.271,0.401,1.53,0.076,21.0,80.4,0.998534,3.45,0.561,9.13,3
8.83,0.73,0.597,1.54,0.048,10.4,56.4,0.9955,3.453,0.825,11.56,4
7.62,0.774,0.302,4.53,0.093,35.7,28.9,0.998885,3.545,0.66,12.02,8
8.71,0.396,0.249,3.58,0.072,20.3,50.9,0.996754,3.34,0.436,10.18,3
8.76,0.416,0.557,1.95,0.054,21.5,70.5,0.99726,3.294,0.732,10.06,7
6.36,0.641,0.454,2.35,0.035,34.4,85.8,0.996298,2.941,0.671,11.43,6
7.48,0.111,0.209,2.36,0.032,11.2,42.1,0.991655,3.068,0.623,10.21,6
10.74,0.195,0.271,2.54,0.074,15.0,7.7,0.99454,3.251,0.554,8.05,7
6.32,0.479,0.307,3.16,0.084,2.7,10.0,0.996461,3.145,0.654,10.3,3
4.7,0.809,0.339,6.05,0.056,14.1,35.8,0.997393,3.432,0.561,10.87,3
5.13,0.452,0.012,2.77,0.11,1.0,30.4,0.9933,3.113,1.074,11.14,4
8.35,0.548,0.023,3.43,0.085,23.8,105.6,0.996598,3.235,0.619,9.52,5
8.35,0.734,0.101,0.6,0.107,20.3,66.1,0.994568,3.241,0.596,10.13,8
8.1,0.909,0.087,1.82,0.081,13.0,25.6,0.997146,3.491,0.568,11.38,3
10.36,0.426,0.148,4.22,0.059,14.8,10.0,0.996663,3.219,0.962,10.34,5
4.0,0.527,0.391,3.06,0.091,23.9,80.3,0.998113,3.378,0.381,8.87,5
8.97,0.858,0.238,3.64,0.043,4.0,9.9,0.998727,3.339,0.721,11.64,4
10.95,0.256,0.307,3.44,0.106,18.0,13.0,0.997572,3.445,0.619,10.19,5
6.38,0.715,0.037,5.19,0.054,23.2,21.3,0.998335,3.438,0.418,11.49,4
7.65,0.347,0.182,0.6,0.119,2.8,50.3,0.996034,3.305,0.521,9.0,3
7.02,0.548,0.382,4.63,0.075,23.1,66.9,1.002064,3.056,0.714,10.28,6
6.78,0.486,0.383,1.38,0.124,1.7,85.7,0.994384,3.275,0.513,10.91,8
7.75,0.358,0.132,3.81,0.048,14.7,80.9,0.995697,3.307,0.704,10.31,5
10.73,0.353,0.301,2.49,0.063,3.7,46.5,0.998413,3.353,0.954,9.22,6
11.42,0.58,0.688,0.79,0.1,30.9,80.1,0.99813,3.199,0.689,8.01,7
7.73,0.709,0.267,3.12,0.128,3.8,24.4,0.997626,3.481,0.413,11.92,8
11.54,0.507,0.138,4.11,0.145,1.4,13.4,0.997983,3.312,0.516,10.65,7
8.36,0.543,0.237,3.01,0.088,17.3,24.4,0.992741,3.172,0.611,11.57,8
11.28,0.633,0.288,3.32,0.151,11.6,20.0,0.99972,3.241,0.6,11.33,7
8.14,0.355,0.241,1.92,0.077,1.0,25.7,0.996313,3.599,0.686,11.0,8
8.52,0.663,0.264,0.6,0.125,21.4,14.9,0.999067,3.41,0.713,10.08,8
8.92,0.677,0.004,3.47,0.054,5.0,31.3,0.992836,3.467,0.954,10.89,7
13.7,0.999,0.087,4.95,0.102,5.0,66.9,0.997187,3.154,0.659,11.83,5
9.75,0.462,0.242,4.08,0.012,9.9,102.9,0.995629,3.207,0.464,10.48,4
7.1,0.448,0.239,0.6,0.048,24.3,10.3,0.997787,3.208,0.856,12.3,6
9.95,0.668,0.162,0.6,0.103,29.5,6.0,0.997302,3.338,0.875,8.9,7
7.68,0.677,0.236,1.32,0.041,27.5,20.5,0.997395,3.284,0.7,8.79,7
7.47,0.434,0.282,0.6,0.102,14.3,71.7,0.994688,3.237,0.618,11.39,6
9.84,0.457,0.439,2.56,0.119,9.6,39.8,0.996592,3.255,0.766,9.58,3
8.35,0.627,0.251,3.05,0.069,20.0,22.7,0.996358,3.191,0.624,12.44,4
8.77,0.381,0.346,0.6,0.053,31.3,70.1,0.997641,3.283,0.311,11.74,6
8.32,0.456,0.167,3.59,0.07,28.9,78.0,0.99858,3.477,0.756,11.99,5
8.87,0.546,0.379,3.34,0.053,20.8,45.9,0.996986,3.083,0.812,11.28,5
9.02,0.709,0.341,1.73,0.083,3.4,19.6,0.994275,3.362,0.905,9.48,4
5.01,0.421,0.435,2.26,0.091,10.4,55.4,0.996904,3.517,0.536,8.74,3
9.43,0.198,0.406,0.6,0.076,36.2,38.8,1.001661,3.283,0.698,11.9,5
6.63,0.185,0.382,2.03,0.146,1.0,38.6,0.999827,3.231,0.702,8.9,5
5.85,0.303,0.251,2.51,0.062,3.8,29.6,0.991049,3.449,0.675,11.98,7
8.2,0.294,0.317,2.74,0.136,25.8,76.9,0.99682,3.162,0.68,11.07,3
8.44,0.502,0.472,3.03,0.051,11.4,54.7,0.998471,3.307,0.666,10.32,5
7.12,0.316,0.146,2.84,0.09,3.5,80.6,0.996354,3.154,0.696,10.84,8
9.71,0.404,0.151,2.13,0.128,31.9,90.5,0.995826,3.029,0.786,10.87,4
6.02,0.391,0.304,2.9,0.127,20.7,61.6,0.996193,3.287,0.867,10.2,4
7.61,0.451,0.349,3.9,0.072,11.9,29.8,0.997749,3.12,0.531,11.83,3
7.31,0.768,0.113,2.37,0.106,3.9,80.7,0.994518,3.308,0.631,11.79,6
8.22,0.649,0.256,2.94,0.102,37.4,61.8,0.998959,3.477,0.588,10.56,8
8.77,0.533,0.252,2.24,0.068,15.6,132.2,0.996594,3.588,0.564,9.8,5
6.59,0.447,0.151,1.59,0.109,30.6,56.7,0.994923,3.324,0.385,11.71,5
9.53,0.452,0.228,3.23,0.152,25.3,69.5,0.998836,3.463,0.664,8.38,7
8.41,0.589,0.24,1.72,0.104,10.4,56.1,0.993764,3.37,0.741,10.84,5
5.08,0.635,0.24,3.04,0.107,10.5,43.2,0.995645,3.253,0.634,11.14,5
4.97,0.367,0.539,2.54,0.111,31.1,38.0,0.995614,3.021,0.658,9.57,7
8.28,0.537,0.039,2.07,0.036,31.3,56.2,1.000773,3.554,0.731,11.37,4
7.92,0.164,0.113,2.04,0.103,3.8,63.6,0.995398,3.153,0.9,10.37,8
8.12,0.568,0.226,1.79,0.051,21.7,84.5,0.992606,3.517,0.589,9.85,4
8.25,0.667,0.179,0.6,0.066,14.6,56.7,0.995595,3.391,0.461,11.36,6
8.68,0.48,0.195,3.04,0.163,5.1,31.3,0.997566,3.164,0.645,9.31,4
9.91,0.857,0.173,2.82,0.078,18.6,35.7,0.99819,3.357,0.98,11.27,6
6.41,0.371,0.48,3.69,0.061,1.7,6.0,1.001025,3.63,0.463,8.42,5
6.31,0.569,0.434,1.76,0.127,11.0,101.2,0.999373,3.54,0.771,10.69,4
6.44,0.524,0.285,5.15,0.054,7.5,28.7,0.997057,3.233,0.857,10.44,7
8.79,0.512,0.2,1.97,0.071,10.7,78.3,0.995006,3.203,0.258,9.86,8
